Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Iran, Islamic Rep.",IRN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42297788,10.58410951,10.83089938,11.10465619,11.41189936,11.75308132,12.12891056,12.90814356,13.72269207,14.56492962,15.43284141,16.30670134,17.20899792,18.14265518,19.11885279,20.14473309,19.64219915,19.19140791,17.66793451,18.46270859,18.21766142,17.65285371,17.09196149,16.54924612,16.0423123,17.2708856,18.81140682,19.79716649,19.59118948,19.53454492,19.47282191
Iraq,IRQ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.572468698,9.690333559,9.843259242,9.908963728,9.971976655,10.05572402,10.14399529,10.2496329,10.64115668,11.04573011,11.46261176,11.88446055,12.31404933,12.75110186,13.19908981,13.6593311,14.15293336,14.66446462,14.53795441,14.41593585,14.2977773,14.18388043,14.09456305,14.78927346,15.52795599,16.01312103,16.55041264,13.21102314,13.28763374,13.47968445,13.67246278
Iceland,ISL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.66765662,45.49968403,45.81275456,46.4915009,46.75731378,46.66576404,46.28035729,46.16635975,46.37637373,46.99914645,47.28457725,46.71894755,46.93373216,46.93678358,46.92125484,46.88877077,46.70654399,46.595028,46.51179929,46.91149518,46.95905658,47.08612303,47.52646348,47.53342339,47.29393766,47.50189623,47.10147363,47.22271029,47.22896773,47.24201249,47.39201899
Israel,ISR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.76697193,40.15476313,41.07230182,41.16971527,42.01044701,42.60488481,43.0045042,43.27495247,43.60289435,44.36449465,44.80685979,45.01217532,45.2083345,45.73849099,45.74809259,45.88754424,45.86718474,45.83341509,45.82170931,46.52143656,46.44180708,46.34168161,46.74089495,46.70162843,47.06245638,46.99989863,47.18556259,47.0902505,47.44873163,47.42338978,47.38867112
Italy,ITA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.31363859,36.64659459,36.28436333,36.14142067,36.50632145,36.85342245,37.2144776,37.43776071,37.771996,38.33406385,38.56668035,39.03413433,39.23331594,39.36681296,40.03767498,40.08502261,40.30404857,40.37218612,40.88971816,40.9849472,41.16928398,41.45430753,42.03285698,42.23160945,42.44522369,42.12283779,42.32911973,42.52678095,42.56271658,42.58287788,42.59904615
Jamaica,JAM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.24458546,46.51027138,46.75099241,46.97343755,47.18763646,46.69993769,46.09194478,45.39864783,44.61987986,44.33535121,44.09191824,44.02996911,44.00307374,43.99179526,44.10665492,44.34685766,44.41070823,44.45577997,44.49713208,44.55388893,44.6371459,44.80228504,44.98872856,45.29406845,45.14738402,45.22261972,45.76911633,46.04333887,45.89091906,45.953466,45.9957042
Jordan,JOR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.164551,12.26618408,12.83988625,13.01136945,13.23682258,13.56113591,13.65293119,13.83380536,14.03581411,14.24996605,14.46931238,14.05826693,14.9102454,13.98056242,14.17258558,14.38341344,14.90616441,17.47094695,17.16742711,17.74613984,17.86111814,18.12042803,18.08068849,17.39093387,17.47111286,17.5819081,17.70299196,17.85606282,18.03727471,18.12178057,18.19742732
Japan,JPN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.43729111,40.58900062,40.49394923,40.29316513,40.31326448,40.25975775,40.26333273,40.44786585,40.48320048,40.35793519,40.35360002,40.55620079,40.52404803,40.69544213,40.8528123,40.99796817,41.12442165,41.11939553,41.25954929,41.59181593,41.73433824,41.76523217,41.93683008,42.34860616,42.59072794,42.80516573,43.11094792,43.50272145,43.9358633,44.02394995,44.10748101
Kazakhstan,KAZ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2627696,48.14061307,48.10753466,48.08173994,48.09002578,48.16211333,48.32850345,48.51763253,48.70828415,48.87542157,49.01186334,49.05039906,49.08178052,48.99620908,48.80801155,48.88411092,48.98163653,49.06946468,49.15392619,48.94693102,48.88403929,48.86423017,48.83837299,48.80517858,48.68735039,48.56541429,48.32814792,48.07717895,48.06632563,48.02623927,47.97927192
Kenya,KEN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.19256047,48.32248743,48.47572865,48.64837107,48.82723407,49.00262804,49.15046603,49.2628094,49.36619298,49.47484337,49.15470672,48.79866473,48.41286414,47.99960013,47.56515045,47.11473995,47.25071047,47.39196179,47.53590787,47.68098653,47.82417816,47.96863869,48.10473405,48.23270198,48.35834333,48.48024883,48.60186225,48.8127372,49.03717093,49.03642339,49.03082553
Kyrgyz Republic,KGZ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.96358926,42.25351215,42.80713496,43.46768838,44.46900951,44.80136154,44.57899328,44.27082735,44.30477079,44.26457388,44.12587419,43.95661756,43.97797621,43.42898555,42.94434313,42.52978986,42.29538292,42.21422777,42.17178406,42.17959252,41.7199991,41.81257111,41.371203,40.36752264,41.39843219,41.00464022,40.29338627,39.22362867,38.54697549,38.42744303,38.31664692
Cambodia,KHM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.20943324,51.06534621,50.94402765,50.85301226,50.86795849,50.82315669,50.90727058,51.14182714,51.38931608,51.61978242,51.64320054,51.83022016,51.17684538,50.45184987,49.65452469,49.39042541,49.07521645,48.77210042,49.166607,49.57359716,50.30138866,50.290364,49.5304075,48.64243494,48.4517364,48.28750542,48.49533694,48.44478341,48.41561312,48.37876715,48.34087407
Kiribati,KIR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.569912,39.35367939,39.17041387,39.18024203,39.35276535,39.61427228,39.91619668,40.40199937,39.35936348,39.82449358,40.36089974,40.64704812,40.65072282,40.33560211,40.6917423,40.92293711,41.14621907,41.09561797,41.1573519,40.84220044,40.96305957,40.99763027,41.05515117,41.14227785,41.37440857,41.58878595,41.71817216,41.92366392,42.12657216,42.10972143,42.08417994
Kuwait,KWT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.05561235,24.2033555,,,,23.77368001,23.99250063,24.21633092,24.41967972,24.73906462,24.83893039,24.81539218,24.72127467,24.30284588,24.0579986,23.89475144,24.36966551,24.91570799,25.53275048,26.36143107,26.92976673,26.99391427,27.0733605,27.20063268,27.21203294,27.08846738,26.60693055,26.13909458,25.5381624,25.05675279,24.68324156
Latin America & Caribbean (excluding high income),LAC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.82910626,35.01292944,35.51244983,36.02544778,36.53550405,37.1893168,37.28689473,37.7535613,38.05105692,38.31873504,38.60635463,38.9734029,39.35202576,39.64440507,40.02442681,40.29145961,40.44390445,40.51187277,40.54071912,40.86320348,40.75978268,40.69747693,41.02190549,41.05203998,40.96736796,41.13580206,41.31283137,41.47658744,41.68224855,41.70691562,41.72931045
Lao PDR,LAO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.86596524,49.90557234,49.96558565,50.03479039,50.10753315,50.17052341,50.1884428,50.20048861,50.21344602,50.23836834,50.28042509,50.34503924,50.42762298,50.51390011,50.58831104,50.64073942,50.61539568,50.56613963,50.48931555,50.3784889,50.23388098,50.00354854,49.75239423,49.50171543,49.27858514,49.0980703,49.04459717,49.02252361,49.02202078,49.03973493,49.05497959
Lebanon,LBN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.13991099,22.48024177,23.00918634,23.29297641,23.4890216,23.66727173,23.87150369,23.86000425,23.93901771,23.85669465,23.71649154,23.03104688,22.39603748,21.86793612,21.59256261,21.6846912,22.06042191,22.49074718,23.03684441,23.57401781,23.97131446,24.10137083,24.18700109,24.20171106,24.18899945,24.18160659,24.27381967,24.35549476,24.45016819,24.45670117,24.45115788
Liberia,LBR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.85722335,46.91165083,46.99856518,47.11381782,47.20691796,47.22214829,47.25720216,47.27517976,47.26884543,47.27536548,47.32239079,47.24097081,47.19145852,47.06695382,47.04357317,47.00770656,46.96043451,46.92295057,46.88409807,46.86003455,46.86795612,46.87821258,46.91015693,46.9629063,47.01158947,47.06889583,47.3298668,47.39702316,47.46827639,47.45102255,47.41395677
Libya,LBY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.07119712,26.48659957,26.93033179,27.38972697,27.85026308,28.30558298,28.8663867,29.39351802,29.89161003,30.37173671,30.83497815,31.28441597,31.71817076,32.13171424,32.50803445,32.84395069,33.14332536,33.40233749,33.62397794,33.81242028,33.97434403,34.03450758,34.08397625,34.11890924,34.13293295,34.12205556,34.122362,34.10881535,34.08612611,34.04042752,33.99453672
St. Lucia,LCA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.23844988,39.12648186,39.53321929,39.96094018,40.38086266,40.7832579,41.21360245,41.60253365,41.95704648,42.31083165,42.68202629,43.04497171,43.23256468,43.70533335,44.32548464,44.37678622,44.62765559,44.57330921,44.68983628,44.4229477,44.32564012,44.64037381,44.70079308,44.66065343,44.73065684,44.78594836,45.00958111,45.19824595,45.19832039,45.30312394,45.16335809
Latin America & Caribbean,LCN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.77575396,34.96717223,35.4701146,35.97702792,36.47574341,37.11523452,37.22622613,37.69506211,37.98407333,38.25493252,38.53609858,38.888832,39.25589223,39.56687506,39.95159624,40.23003998,40.38113694,40.46141491,40.52177177,40.83971526,40.75314143,40.71465161,41.03567093,41.0743441,41.00828109,41.16925342,41.34995551,41.51494997,41.72660712,41.75147496,41.77416152
Least developed countries: UN classification,LDC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.73155489,40.69122065,40.64291005,40.61510912,40.6170912,40.68872822,40.77369379,40.87550734,40.99281412,41.1078876,41.17580148,41.22572063,41.2497673,41.26935998,41.29143683,41.34361779,41.35681785,41.43417146,41.53583905,41.64985115,41.7722023,41.8542873,41.92333667,42.01585874,42.15351782,42.32739762,42.48073299,42.69639225,42.79338834,42.82600453,42.85618859
Low income,LIC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.05918338,43.96428098,43.86553351,43.77180259,43.70579379,43.73873718,43.73472092,43.73609579,43.75290754,43.8475596,43.90230876,43.87321622,43.84474154,43.82241602,43.78050424,43.74762084,43.6497048,43.58673123,43.54946849,43.49678788,43.45697725,43.41663094,43.37937761,43.3951905,43.45258363,43.53237624,43.63709375,43.74027453,43.81879219,43.80785699,43.78847602
Liechtenstein,LIE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.19997473,34.57377972,33.05092426,32.88558723,33.40082531,32.70316372,32.1819645,31.84830967,35.19887117,32.96534136,33.0945735,33.15966179,33.23391651,33.31595724,33.40052455,33.48372953,33.54510987,33.60719353,33.6689365,33.73597995,32.69715823,32.97339807,32.05827814,33.73652445,33.4964651,34.26459362,34.27894269,34.43743445,34.65788437,34.70717313,34.75893774
Lower middle income,LMC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.18978717,31.18818085,31.20920181,31.29969278,31.40239453,31.35145335,31.38985495,31.44079583,31.52218271,31.53493849,31.59285718,31.69273994,31.74896976,31.85753022,31.94584096,32.06919373,31.83639421,31.61360852,31.33504136,31.17024655,30.95646568,30.6805745,30.31633031,30.31348172,30.33011358,30.33062743,30.28357158,30.25629171,30.28451891,30.27092982,30.25582349
Low & middle income,LMY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.39094698,38.40293583,38.44204655,38.43746691,38.49218215,38.51626084,38.53408606,38.56141811,38.58014676,38.62820177,38.66161091,38.62215798,38.61085397,38.62647124,38.59190225,38.59909405,38.47369818,38.42290814,38.2681233,38.19393112,38.04608908,37.92048629,37.80414994,37.7607779,37.72497535,37.7396823,37.73588869,37.73369281,37.74487835,37.67645484,37.60876509
Lesotho,LSO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.64624828,51.60941218,50.44525238,49.29235929,48.33830123,47.67398305,47.76602177,48.09372578,48.5585294,49.03973606,49.1126416,48.96445871,48.73064967,48.4355151,48.11862888,47.81495771,47.54294787,47.26662331,46.98042199,46.67483348,46.33995009,46.03653813,45.70338785,45.35036109,45.30281823,45.28725895,45.29050857,45.29609874,45.3462502,45.23535093,45.08936902
Late-demographic dividend,LTE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.22851882,44.19917849,44.21738238,44.21871368,44.23780684,44.26076215,44.2804775,44.30870523,44.34913822,44.41719899,44.48371631,44.45240144,44.45637651,44.42565042,44.37039062,44.32703331,44.23101211,44.13116812,44.00429676,43.94346909,43.79677043,43.7916469,43.79146554,43.76975742,43.75769917,43.74051814,43.71418338,43.70665215,43.67587573,43.59821898,43.52288012
Lithuania,LTU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.89748446,46.87927153,46.88888291,46.90586463,46.95654444,47.01374456,47.12934742,47.29321309,47.46298345,48.84169445,49.47506195,49.16337972,48.78319557,49.64661572,49.00718585,49.10551009,49.54864673,49.36040584,49.49477585,50.37407303,50.62384253,50.40029747,50.62990535,50.15748994,50.19400531,50.46490228,50.49569935,50.4031484,50.23606927,50.14574979,50.0823376
Luxembourg,LUX,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.68725782,35.65790824,37.20611585,36.45433795,37.22936913,36.05455164,36.76381299,37.63526224,37.78069912,39.09873724,39.72873454,39.89411217,40.28954875,40.9255461,41.94927457,42.33708255,43.16796848,43.48532769,43.45630733,43.25967841,43.44448695,43.94264938,44.30493344,44.10229129,44.18453423,45.1377542,44.97826141,45.72471591,45.91719768,45.90483871,45.99930196
Latvia,LVA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.44339774,47.48055066,47.56382918,47.64518398,47.75387211,47.83509362,47.89586402,48.79839712,48.33457544,47.71324914,48.11551474,48.78038495,48.6922314,48.89747879,48.51217518,48.49239524,48.53103121,48.39349705,49.10035471,49.82830353,50.29602277,49.79507287,49.91855223,49.94420009,49.56266077,49.57695107,50.09027332,49.8886108,49.94501243,49.95880387,49.93943878
"Macao SAR, China",MAC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5274411,39.80073206,40.79094893,41.27167126,42.24438142,42.25790918,43.13925143,43.51849101,43.91775155,44.71464303,45.51675855,45.99779219,46.76837335,46.30987208,46.74074317,47.3780899,47.45972378,48.27509074,48.29280911,48.77916474,48.47087057,48.76802709,48.49565061,48.94290106,48.73727703,48.87730968,49.07882719,48.6826421,48.49695295,48.42463495,48.21684955
St. Martin (French part),MAF,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.06599444,23.35240635,23.20557398,23.14734289,23.65498778,23.44109148,24.05803617,24.08290489,24.5460389,24.72537801,24.92647663,25.34528167,25.00500931,26.17175678,26.7013144,26.80612118,26.73134505,26.56506108,26.45748176,26.43045046,26.39508328,26.36515246,25.8927444,25.84611354,25.39133704,24.96241504,24.53831452,24.1429418,24.24001516,24.1782877,24.1129708
Monaco,MCO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.68877201,50.75783161,50.93655818,50.93474127,51.86733983,51.86335068,52.03098614,51.92316644,52.13325085,52.22689623,52.10377453,51.83027276,51.52086735,51.2615504,50.97937714,50.52741727,50.04855786,49.52707525,48.97751837,48.4148394,48.58656978,48.61449848,48.99574131,48.79097766,48.71297079,49.21404153,49.18095453,48.86730535,49.70634351,49.56111479,49.44566627
Madagascar,MDG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.81470107,48.84272098,48.88084939,48.91837156,48.94934498,48.97597317,48.97517721,48.97418579,48.9729632,48.97414531,48.97913251,48.97832777,48.96542952,48.981559,48.99925238,49.01942076,49.1307852,49.22431362,49.30064577,49.3619406,49.41001385,49.44817185,49.49331992,49.27851439,49.03675756,48.76142437,48.81177907,48.85659745,48.89841319,48.89570115,48.89360169
Maldives,MDV,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.818436,21.2659031,22.78948898,24.37583767,26.0108485,27.66548104,29.11186702,30.52759868,31.89413829,33.19564578,34.41987236,34.2668675,34.03927123,33.77479849,33.51582896,33.2842392,33.18488186,33.03055559,32.76251976,32.30502774,31.63840481,30.5802137,29.45994382,28.31746445,27.1914934,25.20008351,23.39327686,22.20029911,20.88073343,20.2331051,19.93530892
Middle East & North Africa,MEA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.81563929,17.88971423,17.93400914,18.0485559,18.34563436,18.34934055,18.38612682,18.44921658,18.60364002,19.13639782,19.42905161,19.68644874,19.5804536,19.96075933,20.23461617,20.49255811,20.46065116,20.64827969,20.01376099,20.25675717,20.13088827,20.00136337,20.03103531,20.10947178,20.06074691,20.23257008,20.61979183,20.40178835,20.31110431,20.29691229,20.28281313
Mexico,MEX,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.63782807,29.86688833,30.34500641,30.8749819,31.43341342,32.63338767,32.58155144,33.5971251,33.44488491,33.16466769,33.56400366,33.32424585,33.81822224,34.24489077,34.96245935,35.43722666,36.01997036,36.30502081,36.3519708,36.84446348,36.8197124,37.07898058,37.56476537,37.70501893,37.24522281,37.47940166,37.57007362,37.40985415,37.70421888,37.76578217,37.82749746
Marshall Islands,MHL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.00072506,38.01684332,38.06284691,38.06123483,38.12152278,38.14056805,38.15729962,38.18350811,38.19860474,38.23983667,38.26740057,38.22190898,38.20705211,38.22080523,38.18242326,38.18745573,38.05416267,37.99904255,37.82763675,37.74517829,37.580167,37.44000245,37.30937919,37.25208155,37.19899193,37.19790127,37.17263932,37.14916702,37.14165251,37.05434267,36.96793027
North Macedonia,MKD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.93054626,38.96033214,38.99649366,39.04674588,39.03600053,39.01277998,39.00519653,38.79317188,38.58390734,38.37694451,38.65009263,38.94387064,39.250411,39.75593678,39.49444686,39.24357482,39.03142513,39.63338404,38.95134894,38.57552984,38.70874615,39.40721943,39.25462451,40.03596016,39.52561052,39.43064872,38.73660107,38.9434951,39.19023945,39.24318917,39.27479467
Mali,MLI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.52576052,44.51937259,44.47190846,44.43368362,44.41120895,44.40675837,44.32562065,44.28220142,44.2668896,44.24702428,44.20418751,44.11872306,44.01584336,43.92220534,43.82637774,43.74557421,43.58898368,43.45685911,43.34710668,43.25999445,43.19656697,43.09021789,43.02113734,42.98578739,42.97507172,43.75145635,43.76100913,43.78112947,43.8165489,43.77103748,43.72148141
Malta,MLT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.71413841,28.83259411,29.15024769,29.3035023,29.41399805,29.25009762,29.42894619,29.60590903,29.71861614,30.08805849,30.46976166,29.52812008,31.18568121,30.75062635,29.54260078,31.0153785,31.25172226,32.77314439,33.75519222,34.14195346,34.39041699,35.11927867,37.19673518,38.01034016,38.60916362,38.84532082,39.53738719,40.06987032,40.80075049,40.83156001,40.86353694
Myanmar,MMR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.84567966,43.86690577,43.7747604,43.71201568,43.63684986,43.57426793,43.55220216,43.54634364,43.53760481,43.46540398,43.34725503,43.22127724,43.07362802,42.90016326,42.73150252,42.57082934,42.41959396,42.2916871,42.19076896,42.09883224,42.01790222,41.94914406,41.86792009,41.77970027,41.69443674,41.61550029,41.09671502,40.58931664,40.52702151,40.48256769,40.4343381
Middle East & North Africa (excluding high income),MNA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.72549308,17.79059179,17.89452012,17.97405659,18.24515017,18.12827186,18.09743423,18.09873154,18.20243821,18.73109985,19.08923412,19.40226994,19.29531157,19.72967929,20.07440159,20.40877061,20.40560138,20.7524468,20.10808558,20.47860717,20.31775407,20.09825845,20.06545808,20.149644,20.00304984,20.10240527,20.50588105,20.26569977,20.19594631,20.19962229,20.1969473
Montenegro,MNE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5200691,43.35500149,43.29796359,43.29716971,43.31603135,43.36586959,43.45422446,43.52003578,43.62663818,43.61139896,43.7012451,43.78068105,43.86760702,43.95126197,44.03887772,44.09673674,44.17656145,44.20805265,44.23367481,43.97035846,43.91094421,43.90236874,44.57877597,44.40035572,44.66367645,45.14954467,44.47925315,44.1490675,43.61986311,43.67249327,43.58618902
Mongolia,MNG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.79936381,45.7872691,45.79901153,45.81690143,45.81647689,45.80145541,45.77371662,45.71460257,45.64221698,45.57957616,45.5369473,45.55054607,45.59718638,45.66942111,45.76597438,45.83940382,45.94486072,46.07259004,46.19219783,46.01533989,45.68678368,45.5924668,46.04720145,45.69704888,45.65224758,45.46909575,45.4149742,45.56605766,45.76030185,45.80810292,45.86328725
Northern Mariana Islands,MNP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.50289092,55.64220738,55.69206555,55.72615405,55.74501838,55.7698232,55.81293146,55.83590687,55.59251437,55.40227254,55.24704005,55.10943358,54.98728197,54.87811601,54.67714166,54.47329819,54.27462041,54.07322095,53.86678873,53.6561087,53.43942826,53.2217523,52.99309602,52.75345743,52.50088987,52.23262497,52.2302942,52.23705257,52.24965058,52.13403089,52.01767714
Mauritania,MRT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.58243833,29.61598783,29.68863681,29.79819319,29.8799995,29.99715223,30.03453051,30.02233777,30.03806251,30.08962411,30.14037049,30.13718317,30.1520226,30.18790166,30.2353046,30.29390382,30.37525243,30.45264961,30.54109053,30.64445518,30.77010881,30.91786891,31.08382688,31.15898708,31.24536093,31.32548537,31.35751031,31.4344721,31.5416792,31.56325381,31.58117557
